HMDB ID,Name,Chemical Formula,Monoisotopic Mass
HMDB36801,"ent-16b,19-Kauranediol 19-acetate",C22H36O3,348.266445018
HMDB36802,Austroinulin,C20H34O3,322.250794954
HMDB36803,6-O-Acetylaustroinulin,C22H36O4,364.26135964
HMDB36804,7-O-Acetylaustroinulin,C22H36O4,364.26135964
HMDB36805,"8(17),12-Labdadiene-15,16-dial",C20H30O2,302.224580204
HMDB36806,Aframodial,C20H30O3,318.219494826
HMDB36807,(2-Furanylmethyl) methyl disulfide,C6H8OS2,160.001656258
HMDB36808,"2,5-Diethylpyrazine",C8H12N2,136.100048394
HMDB36809,"2,6-Diethylpyrazine",C8H12N2,136.100048394
HMDB36810,"8alpha,13R-Epoxy-14-labden-19-oic acid",C20H32O3,320.23514489
HMDB36811,Isopimaric acid,C20H30O2,302.224580204
HMDB36812,"7-Oxo-8,15-isopimaradien-18-oic acid",C20H28O3,316.203844762
HMDB36813,alpha-Santalal,C15H22O,218.167065326
HMDB36814,Santalone,C11H16O,164.120115134
HMDB36815,Norecasantalol,C11H18O,166.135765198
HMDB36816,Norecasantalal,C11H16O,164.120115134
HMDB36817,Norecasantalic acid,C11H16O2,180.115029756
HMDB36818,Vitispirane,C13H20O,192.151415262
HMDB36819,Dehydrovomifoliol,C13H18O3,222.125594442
HMDB36820,beta-Ionol,C13H22O,194.167065326
HMDB36821,3-Hydroxy-beta-ionone,C13H20O2,208.146329884
HMDB36822,"(3S,7E,9S)-9-Hydroxy-4,7-megastigmadien-3-one 9-glucoside",C19H30O7,370.199153314
HMDB36823,Theaspirane,C13H22O,194.167065326
HMDB36824,Acetal R,C13H20O2,208.146329884
HMDB36825,Vitisin B,C25H25O12,517.134601264
HMDB36826,Cascarillone,C20H30O2,302.224580204
HMDB36827,Sclareol,C20H36O2,308.271530396
HMDB36828,Dehydropinifolic acid,C20H30O4,334.214409448
HMDB36829,Copalic acid,C20H32O2,304.240230268
HMDB36830,Junicedral,C20H32O2,304.240230268
HMDB36831,Ambronide,C16H28O,236.214015518
HMDB36832,Sterebin D,C18H30O3,294.219494826
HMDB36833,Heliocide H2,C25H30O5,410.20932407
HMDB36834,18-Deoxysagittarol,C20H34O,290.26096571
HMDB36835,Sagittariol,C20H34O2,306.255880332
HMDB36836,Cascarillin,C22H32O7,408.214803378
HMDB36837,Isocolumbin,C20H22O6,358.141638436
HMDB36838,Betulin,C30H50O2,442.381080844
HMDB36839,(ent-15beta)-15-Hydroxy-19-trachylobanoic acid,C20H30O3,318.219494826
HMDB36840,Thujyl 19-trachylobanoate,C30H46O2,438.349780716
HMDB36841,ent-19-Trachylobanal,C20H30O,286.229665582
HMDB36842,Hydratopyrrhoxanthinol,C37H48O6,588.345089268
HMDB36843,Lepidiumsesterterpenol,C25H50O2,382.381080844
HMDB36844,Lepidiumterpenoid,C27H48O2,404.36543078
HMDB36845,Cembrene,C20H32,272.250401024
HMDB36846,Icariside B8,C19H32O8,388.209718
HMDB36847,Colubrinic acid,C30H46O4,470.33960996
HMDB36848,(9E)-Valenciaxanthin,C27H40O3,412.297745146
HMDB36849,Valenciachrome,C27H40O3,412.297745146
HMDB36850,Ceanothenic acid,C29H42O4,454.308309832
HMDB36851,Ceanothic acid,C30H46O5,486.334524582
HMDB36852,alpha-Camphorene,C20H32,272.250401024
HMDB36853,gamma-Camphorene,C20H32,272.250401024
HMDB36854,Cinncassiol D3,C20H32O6,368.219888756
HMDB36855,Cincassiol B,C20H32O8,400.209718
HMDB36856,19-Hydroxycinnzeylanol 19-glucoside,C26H42O13,562.26254143
HMDB36857,Cinncassiol E,C20H30O8,398.194067936
HMDB36859,Cinncassiol C3,C20H30O7,382.199153314
HMDB36860,Ginkgolide C,C20H24O11,440.13186161
HMDB36861,Ginkgolide B,C20H24O10,424.136946988
HMDB36862,Ginkgolide A,C20H24O9,408.142032366
HMDB36863,Anhydrocinnzeylanol,C20H30O6,366.204238692
HMDB36864,Anhydrocinnzeylanine,C22H32O7,408.214803378
HMDB36865,Lepidiumterpenyl ester,C23H42O4,382.308309832
HMDB36866,"7-Drimene-11,12,14-triol",C15H26O3,254.188194698
HMDB36867,Marasmal,C15H20O6,296.125988372
HMDB36868,Flavoxanthin,C40H56O3,584.422945658
HMDB36869,Mutatochrome,C40H56O,552.433116414
HMDB36870,Cryptoflavin,C40H56O2,568.428031036
HMDB36871,Mytiloxanthin,C40H54O4,598.402210216
HMDB36872,"7,8-Dehydroastaxanthianthin",C40H50O4,594.370910088
HMDB36873,Heteroxanthin,C40H56O4,600.41786028
HMDB36874,Alloxanthin,C40H52O2,564.396730908
HMDB36875,"Phytoene 1,2-epoxide",C40H64O,560.49571667
HMDB36876,Auroxanthin,C40H56O4,600.41786028
HMDB36877,Aurochrome,C40H56O2,568.428031036
HMDB36878,"1,4-Epidioxy-p-mentha-2,8-diene",C10H14O2,166.099379692
HMDB36879,"1,2:3,4-Diepoxy-p-menth-8-ene",C10H14O2,166.099379692
HMDB36880,"1,6,9-Farnesatriene-3,11-diol",C15H26O2,238.193280076
HMDB36881,Germacrone-13-al,C15H20O2,232.146329884
HMDB36882,Reticulataxanthin,C33H44O2,472.334130652
HMDB36883,Citranaxanthin,C33H44O,456.33921603
HMDB36884,"7',8'-Dihydro-8'-hydroxycitraniaxanthin",C33H44O3,488.329045274
HMDB36885,3-Hydroxy-8'-apo-epsilon-caroten-8'-al,C30H40O2,432.302830524
HMDB36886,beta-Carotinal,C30H40O,416.307915902
HMDB36887,10'-Apo-beta-caroten-10'-al,C27H36O,376.276615774
HMDB36888,Quassimarin,C27H36O11,536.225761994
HMDB36889,11-Dihydro-12-norneoquassin,C21H30O6,378.204238692
HMDB36890,Gibberellin A72,C19H24O7,364.152203122
HMDB36891,Gibberellin A22,C19H22O6,346.141638436
HMDB36892,11beta-Hydroxygibberellin A7,C19H22O6,346.141638436
HMDB36893,Gibberellin A75,C19H24O8,380.147117744
HMDB36894,Gibberellin A64,C20H26O5,346.178023942
HMDB36895,Gibberellin A53,C20H28O5,348.193674006
HMDB36896,Gibberellin A19,C20H26O6,362.172938564
HMDB36897,Gibberellin A17,C20H26O7,378.167853186
HMDB36898,Gibberellin A76,C19H24O7,364.152203122
HMDB36899,Gibberellin A65,C20H26O6,362.172938564
HMDB36900,Gibberellin A66,C20H26O7,378.167853186
HMDB36901,Gibberellin A44,C20H26O5,346.178023942
HMDB36902,Gibberellin A38,C20H26O6,362.172938564
HMDB36903,Gibberellin A38 glucosyl ester,C26H36O11,524.225761994
HMDB36904,Cymbopogonol,C30H50O,426.386166222
HMDB36905,2-Propenyl phenylacetate,C11H12O2,176.083729628
HMDB36906,Butyl 2-aminobenzoate,C11H15NO2,193.110278729
HMDB36907,2-Propenyl 2-furancarboxylate,C8H8O3,152.047344122
HMDB36908,Sesquicineol,C15H26O,222.198365454
HMDB36909,alpha-Zeacarotene,C40H58,538.453851856
HMDB36910,Aleuriaxanthin,C40H56O,552.433116414
HMDB36911,Anhydroamarouciaxanthin B,C40H50O3,578.375995466
HMDB36912,Salmoxanthin,C40H56O4,600.41786028
HMDB36913,Capsochrome,C40H56O4,600.41786028
HMDB36914,Triphasiaxanthin,C40H56O3,584.422945658
HMDB36915,Parasiloxanthin,C40H58O2,570.4436811
HMDB36916,"7,8-Dihydroparasiloxanthin",C40H60O2,572.459331164
HMDB36917,Flavochrome,C40H56O,552.433116414
HMDB36918,Isomytiloxanthin,C40H54O4,598.402210216
HMDB36919,Lycophyll,C40H56O2,568.428031036
HMDB36921,(all-E)-Rubixanthin,C40H56O,552.433116414
HMDB36922,Isozeaxanthin,C40H56O2,568.428031036
HMDB36923,Cryptocapsin,C40H56O2,568.428031036
HMDB36924,Capsorubin,C40H56O4,600.41786028
HMDB36925,delta-Carotene,C40H56,536.438201792
HMDB36926,"delta-Carotene-1,2-epoxide",C40H56O,552.433116414
HMDB36927,"7,7',8,8'-Tetrahydrolycopene",C40H60,540.46950192
HMDB36928,Mactraxanthin,C40H60O6,636.438989652
HMDB36929,13-Hydroxydihydromelleolide,C23H30O7,418.199153314
HMDB36930,Grandiflorolic acid,C20H30O3,318.219494826
HMDB36931,Tatridin B,C15H20O4,264.136159128
HMDB36932,2-O-Galloylgalactaric acid,C13H14O12,362.048525912
HMDB36933,1-Methyl 2-galloylgalactarate,C14H16O12,376.064175976
HMDB36934,6-Methyl 2-galloylgalactarate,C14H16O12,376.064175976
HMDB36935,Dimethyl 2-galloylgalactarate,C15H18O12,390.07982604
HMDB36936,1-O-p-Coumaroyl-beta-D-glucose,C15H18O8,326.100167552
HMDB36937,1-O-Caffeoylglucose,C15H18O9,342.095082174
HMDB36938,1-O-Feruloylglucose,C16H20O9,356.110732238
HMDB36939,Glucosinalbin 4-(4-acetylrhamnoside),C22H31NO15S2,613.113510707
HMDB36940,"Spirostane-3,6-dione",C27H40O4,428.292659768
HMDB36941,Smilagenone,C27H42O3,414.31339521
HMDB36942,"(3b,16a)-Dihydroxy-12-oleanen-28-oic acid 3-[galactosyl-(1->2)-[xylosyl-(1->3)]-glucuronide] 28-[glucosyl-(1->3)-[glucosyl-(1->3)-[xylosyl-(1->2)]-rhamnosyl-(1->2)]-4-acetylfucosyl] ester",C78H124O42,1732.756718092
HMDB36943,Oleragenoside,C42H64O16,824.419436
HMDB36944,Gibberellin A123,C20H28O6,364.188588628
HMDB36945,Gibberellin A125,C20H26O7,378.167853186
HMDB36946,Scillipheosidin 3-[glucosyl-(1->2)-rhamnoside],C36H52O14,708.335706372
HMDB36947,Quillaic acid 3-[galactosyl-(1->2)-[rhamnosyl-(1->3)]-glucuronide] 28-[apiosyl-(1->3)-xylosyl-(1->4)-[glucosyl-(1->3)]-rhamnosyl-(1->2)-[rhamnosyl-(1->3)]-4-acetyl-fucosyl] ester,C84H132O46,1876.798976836
HMDB36948,Quillaic acid 3-[galactosyl-(1->2)-[xylosyl-(1->3)]-glucuronide] 28-[6-acetyl-glucosyl-(1->3)-[xylosyl-(1->4)-rhamnosyl-(1->2)]-4-acetyl-fucosyl] ester,C74H114O39,1626.693723906
HMDB36949,Quillaic acid 3-[galactosyl-(1->2)-[rhamnosyl-(1->3)]-glucuronide] 28-[6-acetyl-glucosyl-(1->3)-[xylosyl-(1->4)-rhamnosyl-(1->2)]-4-acetyl-fucosyl] ester,C75H116O39,1640.70937397
HMDB36950,Quillaic acid 3-[galactosyl-(1->2)-[xylosyl-(1->3)]-glucuronide] 28-[glucosyl-(1->3)-[glucosyl-(1->3)-[xylosyl-(1->4)]-rhamnosyl-(1->2)]-4-acetyl-fucosyl] ester,C78H122O43,1746.73598265
HMDB36951,Quillaic acid 3-[galactosyl-(1->2)-[rhamnosyl-(1->3)]-glucuronide] 28-[glucosyl-(1->3)-[glucosyl-(1->3)-[xylosyl-(1->4)]-rhamnosyl-(1->2)]-4-acetyl-fucosyl] ester,C79H124O43,1760.751632714
HMDB36952,Quillaic acid 3-[galactosyl-(1->2)-[xylosyl-(1->3)]-glucuronide] 28-[6-acetyl-glucosyl-(1->3)-[glucosyl-(1->3)-[xylosyl-(1->4)]-rhamnosyl-(1->2)]-4-acetyl-fucosyl] ester,C80H124O44,1788.746547336
HMDB36953,Quillaic acid 3-[galactosyl-(1->2)-[rhamnosyl-(1->3)]-glucuronide] 28-[6-acetyl-glucosyl-(1->3)-[glucosyl-(1->3)-[xylosyl-(1->4)]-rhamnosyl-(1->2)]-4-acetyl-fucosyl] ester,C81H126O44,1802.7621974
HMDB36954,Quillaic acid 3-[galactosyl-(1->2)-[xylosyl-(1->3)]-glucuronide] 28-[glucosyl-(1->3)-[glucosyl-(1->3)-rhamnosyl-(1->2)]-4-acetyl-fucosyl] ester,C73H114O39,1614.693723906
HMDB36955,Quillaic acid 3-[galactosyl-(1->2)-[rhamnosyl-(1->3)]-glucuronide] 28-[glucosyl-(1->3)-[glucosyl-(1->3)-rhamnosyl-(1->2)]-4-acetyl-fucosyl] ester,C74H116O39,1628.70937397
HMDB36956,Quillaic acid 3-[galactosyl-(1->2)-[xylosyl-(1->3)]-glucuronide] 28-[rhamnosyl-(1->3)-[glucosyl-(1->3)-[xylosyl-(1->4)]-rhamnosyl-(1->2)]-4-acetyl-fucosyl] ester,C78H122O42,1730.741068028
HMDB36957,Quillaic acid 3-[galactosyl-(1->2)-[rhamnosyl-(1->3)]-glucuronide] 28-[rhamnosyl-(1->3)-[glucosyl-(1->3)-[xylosyl-(1->4)]-rhamnosyl-(1->2)]-4-acetyl-fucosyl] ester,C79H124O42,1744.756718092
HMDB36958,Quillaic acid 3-[galactosyl-(1->2)-[xylosyl-(1->3)]-glucuronide] 28-[glucosyl-(1->3)-[xylosyl-(1->4)-rhamnosyl-(1->2)]-4-acetyl-fucosyl] ester,C72H112O38,1584.68315922
HMDB36959,Quillaic acid 3-[galactosyl-(1->2)-[rhamnosyl-(1->3)]-glucuronide] 28-[glucosyl-(1->3)-[xylosyl-(1->4)-rhamnosyl-(1->2)]-4-acetyl-fucosyl] ester,C73H114O38,1598.698809284
HMDB36960,Urs-13(18)-en-3beta-yl acetate,C32H52O2,468.396730908
HMDB36961,"(3beta,6alpha,19alpha)-3,6,19-Trihydroxy-12-ursen-28-oic acid",C30H48O5,488.350174646
HMDB36962,3-Epioleanolic acid,C30H48O3,456.360345402
HMDB36963,28-Glucosyloleanolic acid 3-arabinoside,C41H66O12,750.455427576
HMDB36964,Eleutheroside M,C59H96O25,1204.624068622
HMDB36965,Eleutheroside L,C59H96O25,1204.624068622
HMDB36966,28-Glucopyranosyl-3-methyloleanolic acid,C37H60O8,632.428818896
HMDB36967,3-Hexadecanoyloleanolic acid,C46H78O4,694.590010984
HMDB36968,Araliasaponin II,C47H76O19,944.49808025
HMDB36970,Garcimangosone B,C24H24O6,408.1572885
HMDB36971,"5',6'-Epoxy-5',6'-dihydro-beta,beta-caroten-3-ol",C40H56O2,568.428031036
HMDB36972,Muricin F,C35H62O7,594.449554338
HMDB36973,Muricin G,C35H62O7,594.449554338
HMDB36974,Muricin E,C33H60O7,568.433904274
HMDB36975,Muricin D,C33H60O7,568.433904274
HMDB36976,Muricin C,C35H64O7,596.465204402
HMDB36977,Muricin A,C35H64O7,596.465204402
HMDB36978,"Sucrose 1',4'-(4,4'-dihydroxy-3,3'-dimethoxy-b-truxinate)",C32H38O17,694.21089979
HMDB36979,"6b-Hydroxy-8a-methoxy-7(11)-eremophilen-12,8-olide",C16H24O4,280.167459256
HMDB36981,Atrovirinone,C25H28O8,456.178417872
HMDB36982,Atrovirisidone,C24H26O7,426.167853186
HMDB36983,Garcimangosone A,C28H28O6,460.188588628
HMDB36984,Garcimangosone C,C23H24O7,412.152203122
HMDB36985,"28-[Rhamnosyl-(1->2)-[b-D-glucosyl-(1->3)]-[2R-methylbutanoyl-(->4)]-fucosyl]-30-methyl-3b,23-dihydroxy-12-oleanene-28,30-dioate 3-[galactosyl-(1->2)-glucuronide]",C66H104O31,1392.65615661
HMDB36986,"1,4-Dimethoxyglucobrassicin",C18H24N2O11S2,508.082151
HMDB36987,Romucosine A,C19H19NO4,325.131408101
HMDB36988,N-Methoxycarbonyl-N-nornuciferine,C20H21NO4,339.147058165
HMDB36989,Romucosine B,C19H18ClNO4,359.092435776
HMDB36990,"2,6-Dimethyl-3,7-octadiene-2,6-diol",C10H18O2,170.13067982
HMDB36991,delta-Terpineol,C10H18O,154.135765198
HMDB36992,"1-Cyclopropyl-4-methyl-1,3-cyclohexanediol",C10H18O2,170.13067982
HMDB36993,gamma-Terpineol,C10H18O,154.135765198
HMDB36994,Terpinolene,C10H16,136.125200512
HMDB36995,alpha-Terpinene,C10H16,136.125200512
HMDB36996,beta-Terpineol,C10H18O,154.135765198
HMDB36997,beta-Terpinene,C10H16,136.125200512
HMDB36998,(S)-Oleuropeic acid,C10H16O3,184.109944378
HMDB36999,Piperitenone,C10H14O,150.10446507
HMDB37000,alpha-Turmerone,C15H22O,218.167065326
HMDB37001,Santene hydrate,C9H16O,140.120115134
HMDB37002,Mozambioside,C26H36O10,508.230847372
HMDB37003,Cafamarine,C26H36O10,508.230847372
HMDB37004,Gibberellin A77,C19H24O6,348.1572885
HMDB37005,"(1alpha,4alpha,5beta,6alpha,11betaH)-1,4-Epoxy-5-hydroxy-10(14)-germacren-12,6-olide",C15H22O4,266.151809192
HMDB37006,cis-Isopulegone,C10H18O,154.135765198
HMDB37007,p-Menth-1-en-9-ol,C10H18O,154.135765198
HMDB37008,"6,8-Epoxy-p-menth-2-ene",C10H16O,152.120115134
HMDB37009,Terpinolene oxide,C10H16O,152.120115134
HMDB37010,"(2S,4R)-p-Mentha-1(7),8-dien-2-ol",C10H16O,152.120115134
HMDB37011,"5-Hydroxy-p-mentha-6,8-dien-2-one",C10H14O2,166.099379692
HMDB37012,"2-Hydroxy-p-mentha-1,8-dien-6-one",C10H14O2,166.099379692
HMDB37013,"p-Mentha-1,3,8-triene",C10H14,134.109550448
HMDB37014,gamma-Diosphenol,C10H16O2,168.115029756
HMDB37015,"p-Mentha-1,8-dien-4-ol",C10H16O,152.120115134
HMDB37016,p-Menth-1-en-5-ol,C10H18O,154.135765198
HMDB37017,"(R)-p-Mentha-1,8-dien-10-ol",C10H16O,152.120115134
HMDB37018,"(S)-p-Mentha-1,8-dien-10-yl acetate",C12H18O2,194.13067982
HMDB37019,"6,8-Epoxy-p-menthane",C10H18O,154.135765198
HMDB37020,p-Menthan-1-ol,C10H20O,156.151415262
HMDB37021,"trans-p-Menth-2-ene-1,4-diol",C10H18O2,170.13067982
HMDB37022,Cichoralexin,C15H20O3,248.141244506
HMDB37023,"2-Hydroxy-2,6,6-trimethylcyclohexanone",C9H16O2,156.115029756
HMDB37024,"4-Acetyl-1,4-dimethyl-1-cyclohexene",C10H16O,152.120115134
HMDB37025,Hop ether,C10H16O,152.120115134
HMDB37026,"3,4-Dimethyl-1,2-cyclopentanedione",C7H10O2,126.068079564
HMDB37027,"3,5-Dimethyl-1,2-cyclopentanedione",C7H10O2,126.068079564
HMDB37028,Deoxyloganic acid,C16H24O9,360.142032366
HMDB37029,gamma1-Cadinene,C15H24,204.187800768
HMDB37030,1-Epi-bicyclosesquiphellandrene,C15H24,204.187800768
HMDB37031,Epicubenol,C15H26O,222.198365454
HMDB37032,Tirucallol,C30H50O,426.386166222
HMDB37033,28-Hydroxy-14-taraxeren-3-one,C30H48O2,440.36543078
HMDB37034,"(3b,7b,22x)-Cucurbita-5,24-diene-3,7,23-triol 7-glucoside",C36H60O8,620.428818896
HMDB37035,Glycinoeclepin B,C31H42O9,558.282882942
HMDB37036,Glycinoeclepin C,C29H38O8,514.256668192
HMDB37037,Glycinoeclepin A,C25H34O7,446.230453442
HMDB37038,Cyclodehydroisolubimin,C15H22O2,234.161979948
HMDB37039,4-O-Methylmelleolide,C24H30O6,414.204238692
HMDB37040,Armillaric acid,C23H28O7,416.18350325
HMDB37041,Melleolide C,C24H32O8,448.209718
HMDB37042,Melleolide D,C24H31ClO8,482.170745675
HMDB37043,Melledonal B,C23H27ClO8,466.139445547
HMDB37044,Rotundifolone,C10H14O2,166.099379692
HMDB37045,19'-Hexanoyloxymytiloxanthin,C46H64O6,712.47028978
HMDB37046,Sylveterpinolene,C10H16,136.125200512
HMDB37047,(-)-trans-m-Menth-8-en-1-ol,C10H18O,154.135765198
HMDB37048,m-Menth-1-en-8-ol,C10H18O,154.135765198
HMDB37049,(R)-m-Menth-1(6)-en-8-ol,C10H18O,154.135765198
HMDB37050,1-Isopropyl-2-methylbenzene,C10H14,134.109550448
HMDB37051,1-Isopropyl-3-methylbenzene,C10H14,134.109550448
HMDB37052,Betanidin 5-[E-feruloyl-(->5)-apiosyl-(1->2)-glucoside],C39H42N2O20,858.233091794
HMDB37053,Cymbopogone,C30H50O,426.386166222
HMDB37054,Katononic acid,C30H46O3,454.344695338
HMDB37055,Istanbulin A,C15H20O4,264.136159128
HMDB37056,8-Oxodiacetoxyscirpenol,C19H24O8,380.147117744
HMDB37057,Ethiin,C5H11NO3S,165.045963913
HMDB37058,Thiazopyr,C16H17F5N2O2S,396.093089513
HMDB37059,1alpha-Hydroxyarbusculin A,C15H22O4,266.151809192
HMDB37060,"3,7(11)-Eudesmadiene",C15H24,204.187800768
HMDB37061,"(+)-4,11-Eudesmadien-3-one",C15H22O,218.167065326
HMDB37062,Sporotrichiol,C20H30O6,366.204238692
HMDB37063,Toxin FS2,C15H24O3,252.172544634
HMDB37064,FS4 toxin,C15H22O3,250.15689457
HMDB37065,"3-Oxo-12,18-ursadien-28-oic acid",C30H44O3,452.329045274
HMDB37066,beta-Caryophyllene alcohol,C15H26O,222.198365454
HMDB37067,Zingiberenol,C15H26O,222.198365454
HMDB37068,Curlone,C15H22O,218.167065326
HMDB37069,Acoragermacrone,C15H24O,220.18271539
HMDB37070,Sporol,C15H22O4,266.151809192
HMDB37071,2-Acetyl-4-methylpyridine,C8H9NO,135.068413915
HMDB37072,2-Acetyl-6-methylpyridine,C8H9NO,135.068413915
HMDB37073,(E)-Resveratrol 3-glucoside 4'-sulfate,C20H22O11S,470.088282236
HMDB37074,(Z)-Resveratrol 3-glucoside 5-sulfate,C20H22O11S,470.088282236
HMDB37075,(Z)-Resveratrol 3-(2''-sulfoglucoside),C20H22O11S,470.088282236
HMDB37076,(Z)-Resveratrol 3-(4''-sulfoglucoside),C20H22O11S,470.088282236
HMDB37077,(Z)-Resveratrol 3-(6''-sulfoglucopyranoside),C20H22O11S,470.088282236
HMDB37078,(Z)-Resveratrol 3-(3''-sulfoglucoside),C20H22O11S,470.088282236
HMDB37079,3-Methylellagic acid 8-rhamnoside,C21H18O12,462.07982604
HMDB37080,3-Methylellagic acid 8-(2-acetylrhamnoside),C23H20O13,504.090390726
HMDB37081,3-Methylellagic acid 8-(3-acetylrhamnoside),C23H20O13,504.090390726
HMDB37082,3-Methylellagic acid 8-(4-acetylrhamnoside),C23H20O13,504.090390726
HMDB37083,"(8R,8'R)-Secoisolariciresinol 9-glucoside",C26H36O11,524.225761994
HMDB37084,"(8S,8'S)-Secoisolariciresinol 9-xyloside",C25H34O10,494.215197308
HMDB37085,Isorhamnetin 3-O-[b-D-glucopyranosyl-(1->2)-a-L-rhamnopyranoside],C28H32O16,624.169034976
HMDB37086,"5,8-Dimethoxychalepensin",C18H18O5,314.115423686
HMDB37087,Chrysophanol 8-(6-galloylglucoside),C28H24O13,568.121690854
HMDB37088,cis-p-Coumaric acid 4-[apiosyl-(1->2)-glucoside],C20H26O12,458.142426296
HMDB37089,Delphinidin 3-(6-p-coumaroylgalactoside),C30H27O14,611.140080572
HMDB37090,Delphinidin 3-lathyroside 5-glucoside,C32H39O21,759.19838331
HMDB37091,Delphinidin 3-lathyroside 5-(6-acetylglucoside),C34H41O22,801.208947996
HMDB37092,3-Caffeoyl-4-feruloylquinic acid,C26H26O12,530.142426296
HMDB37093,"Methyl 3,4-dicaffeoylquinate",C27H28O12,544.15807636
HMDB37094,"6-Hydroxykaempferol 3,6-diglucoside 7-glucuronide",C33H38O23,802.180387522
HMDB37096,Pilosin,C17H14O7,330.073952802
HMDB37097,3-Methyl-2-butenyl-(-)-piperitol,C25H28O6,424.188588628
HMDB37098,Patientoside A,C19H21ClO8,412.092495355
HMDB37100,Orientaloside,C25H32O13,540.18429111
HMDB37101,8-Hydroxy-3-methoxy-1-methylanthraquinone-2-carboxylic acid,C17H12O6,312.063388116
HMDB37102,Debenzoylzucchini factor B,C37H53NO3,559.402544567
HMDB37103,Gibberellin A124,C20H26O6,362.172938564
HMDB37104,(R)-8-Acetoxycarvotanacetone,C12H18O3,210.125594442
HMDB37105,Armillaramide,C34H69NO4,555.522659701
HMDB37106,(x)-1-Nonen-3-yl acetate,C11H20O2,184.146329884
HMDB37107,N1-trans-Feruloylagmatine,C15H22N4O3,306.16919059
HMDB37108,3-Hydroxychavicol 1-[rhamnosyl-(1->6)-glucoside],C21H30O11,458.178811802
HMDB37109,"(1S,2R,3S)-2,3-Dihydro-4-(4-hydroxyphenyl)-1H-phenalene-1,2,3-triol",C19H16O4,308.104859
HMDB37110,"4-(3,4-Dihydroxyphenyl)-2,3-dihydro-2,3-dihydroxy-1H-phenalen-1-one",C19H14O5,322.084123558
HMDB37111,Musanolone C,C19H14O4,306.089208936
HMDB37112,Acifluorfen,C14H7ClF3NO5,360.996484661
HMDB37113,"1,2,5,6-Tetrahydro-4H-pyrrolo[3,2,1-ij]quinolin-4-one",C11H11NO,173.084063979
HMDB37114,Methyl (R)-3-methyl-2-oxopentanoate,C7H12O3,144.07864425
HMDB37115,(Â±)-2-Hydroxy-4-(methylthio)butanoic acid,C5H10O3S,150.035064876
HMDB37116,delta-Decalactone,C10H18O2,170.13067982
HMDB37117,Neoannonin B,C37H66O6,606.485939844
HMDB37119,Flaxseed lignan-HMGA oligomer,C76H106O39,1642.63112365
HMDB37120,"1,3,5-Trichloro-(2-methylsulfonyl)benzene",C7H5Cl3O2S,257.907583215
HMDB37121,Prenigroxanthin,C40H56O3,584.422945658
HMDB37122,Nigroxanthin,C40H54O2,566.412380972
HMDB37123,Goyaglycoside h,C42H70O15,814.47147157
HMDB37124,Goyaglycoside f,C42H68O13,780.465992262
HMDB37125,Pisumoside B,C32H52O16,692.325535616
HMDB37126,Pisumoside A,C38H62O21,854.378359046
HMDB37127,Oleyl acetate,C20H38O2,310.28718046
HMDB37129,Sanchinoside B1,C36H62O9,638.439383582
HMDB37130,Piperonyl isobutyrate,C12H14O4,222.089208936
HMDB37131,(Â±)-Furilazole,C11H13Cl2NO3,277.027248701
HMDB37132,(2R)-2-Hydroxy-2-(4-hydroxyphenyl)ethyl glucosinolate,C15H21NO11S2,455.055601899
HMDB37133,Linaloyl oxide,C10H18O,154.135765198
HMDB37134,(1-Methylethenyl)pyrazine,C7H8N2,120.068748266
HMDB37135,1-Benzyloxy-1-(2-methoxyethoxy)ethane,C12H18O3,210.125594442
HMDB37136,Sucrose acetate isobutyrate,C40H62O19,846.388529802
HMDB37137,Butyl butyryllactate,C11H20O4,216.136159128
HMDB37138,Maltodextrin,,
HMDB37139,"4-(2,6,6-Trimethyl-1,3-cyclohexadien-1-yl)-2-butanone",C13H20O,192.151415262
HMDB37140,2-(1-Methylpropyl)thiazole,C7H11NS,141.061220047
HMDB37141,4-[(2-Methyl-3-furanyl)thio]-5-nonanone,C14H22O2S,254.134050638
HMDB37142,"2-(Phenylethenyl)-1,3-dioxolane",C11H12O2,176.083729628
HMDB37143,1-Hydroxy-3-nonanone,C9H18O2,158.13067982
HMDB37144,1-Phenyl-5-propyl-1H-pyrazole,C12H14N2,186.115698458
HMDB37145,3-(4-Methoxyphenyl)-2-methyl-2-propenal,C11H12O2,176.083729628
HMDB37146,"5(6)-Pentyl-1,4-dioxan-2-one",C18H32O6,344.219888756
HMDB37147,"5(6)-Butyl-1,4-dioxan-2-one",C16H28O6,316.188588628
HMDB37148,"6,7-Dihydro-2-methyl-5H-cyclopenta[b]pyrazine",C8H10N2,134.08439833
HMDB37149,"6,7-Dihydro-5-methyl-5H-cyclopenta[b]pyrazine",C8H10N2,134.08439833
HMDB37150,2-Ethyl-2-heptenal,C9H16O,140.120115134
HMDB37151,2-Isopropyl-5-methylpyrazine,C8H12N2,136.100048394
HMDB37152,2-Ethylidenehexanal,C8H14O,126.10446507
HMDB37153,"S-2,5-Dimethyl-3-furanyl 3-methylbutanethioate",C11H16O2S,212.087100446
HMDB37154,"2,6-Dimethyl-3-[(2-methyl-3-furanyl)thio]-4-heptanone",C14H22O2S,254.134050638
HMDB37155,"4,4'-Thiobis-2-butanone",C8H14O2S,174.071450382
HMDB37156,4-Methyl-2-(1-methylethyl)thiazole,C7H11NS,141.061220047
HMDB37157,2-Methyl-3-(propyldithio)furan,C8H12OS2,188.032956386
